ground_truth_x, ground_truth_y, ground_truth_vx, ground_truth_vy, estimate_x, estimate_y, estimate_vx, estimate_vy, rmse_x, rmse_y, rmse_vx, rmse_vy, 
27.2305,8.56936,-3.09388,4.00622,27.2503,8.58944,-3.14204,4.16108,0.0698459,0.100702,0.451371,0.517821,
27.0736,8.76794,-3.17922,3.93267,27.0698,8.8001,-3.37221,4.10958,0.0697639,0.100595,0.450937,0.517282,
26.9125,8.9628,-3.262,3.85794,26.8176,9.14035,-3.57313,4.47136,0.0698335,0.100845,0.45066,0.517529,
26.7473,9.1539,-3.34223,3.78216,26.6169,9.3445,-3.62282,4.4204,0.0700368,0.101148,0.450336,0.517845,
26.5781,9.34119,-3.4199,3.70541,26.4519,9.43457,-3.54763,4.08282,0.0702205,0.101131,0.449852,0.517561,
26.4052,9.52461,-3.49502,3.62781,26.2829,9.64682,-3.52426,4.10581,0.0703869,0.101185,0.44933,0.517472,
26.2285,9.70414,-3.56759,3.54945,26.1111,9.86405,-3.5199,4.13526,0.0705326,0.101361,0.448813,0.517642,
26.0483,9.87973,-3.63763,3.47045,25.9192,10.0802,-3.54812,4.16559,0.0707244,0.101703,0.448313,0.518124,
25.8646,10.0514,-3.70515,3.39089,25.7991,10.1385,-3.38433,3.77244,0.0707128,0.101671,0.44806,0.517849,
25.6776,10.219,-3.77016,3.31087,25.589,10.3067,-3.78433,3.59218,0.0707593,0.101641,0.447543,0.517428,
25.4875,10.3826,-3.8327,3.2305,25.4399,10.345,-3.65563,3.22524,0.0707146,0.10154,0.447107,0.516831,
25.2942,10.5422,-3.89278,3.14987,25.2282,10.5231,-3.81304,3.235,0.0707041,0.101428,0.44661,0.516253,
25.098,10.6978,-3.95044,3.06906,25.0101,10.6937,-3.86925,3.26367,0.0707483,0.101311,0.446114,0.515745,
24.899,10.8493,-4.00571,2.98817,24.797,10.8525,-3.91814,3.25213,0.0708355,0.101196,0.445623,0.515309,
24.6973,10.9967,-4.05861,2.90729,24.6131,10.9685,-3.87727,3.13199,0.070869,0.101089,0.445198,0.514832,
24.493,11.1402,-4.10919,2.8265,24.4012,11.1402,-4.10835,3.08587,0.0709237,0.100974,0.444691,0.514395,
24.2862,11.2795,-4.15749,2.74589,24.2157,11.2938,-4.06928,3.07903,0.0709228,0.100861,0.444205,0.514055,
24.0771,11.4149,-4.20354,2.66553,23.996,11.4111,-4.30898,2.88082,0.0709475,0.100747,0.44373,0.513574,
23.8657,11.5462,-4.24739,2.58551,23.8129,11.4342,-4.19741,2.57065,0.0709117,0.100774,0.443234,0.512994,
23.6522,11.6736,-4.28909,2.50589,23.6045,11.5593,-4.21043,2.55266,0.0708678,0.100807,0.442749,0.512419,
23.4366,11.797,-4.32868,2.42676,23.3763,11.7166,-4.25735,2.63157,0.0708458,0.100765,0.442263,0.511934,
23.2191,11.9164,-4.36622,2.34818,23.1428,11.8453,-4.40169,2.57521,0.0708585,0.100708,0.441769,0.511472,
22.9998,12.0319,-4.40174,2.27022,22.8988,11.999,-4.45929,2.64362,0.0709403,0.100607,0.441282,0.511204,
22.7788,12.1436,-4.43532,2.19295,22.6737,12.1345,-4.52121,2.62172,0.071035,0.100496,0.440807,0.511034,
22.5561,12.2513,-4.46699,2.11642,22.4637,12.2226,-4.47116,2.51123,0.07109,0.100393,0.440315,0.510804,
22.3319,12.3553,-4.49681,2.04071,22.2509,12.3447,-4.38427,2.53556,0.0711137,0.100282,0.439856,0.510769,
22.1062,12.4555,-4.52484,1.96586,21.9874,12.4651,-4.47049,2.53331,0.071255,0.100172,0.439375,0.510902,
21.8792,12.552,-4.55114,1.89194,21.7488,12.5762,-4.70029,2.37647,0.0714403,0.100067,0.438944,0.510845,
